,conversation_id,created_at,date,hashtags,id,likes_count,name,replies_count,retweets_count,time,timezone,tweet,user_id,username,compound
63,1079899552327585792,2019-01-01 00:38:11,2018-12-31 00:00:00,"['#abandoned', '#ship', '#twerking', '#intercoastal', '#gulp', '#ahoy', '#matey', '#lmao', '#florida', '#lonely', '#girl']",1079899552327585792,0,Paula Bel,0,0,19:38:11,EDT,#abandoned #ship #twerking on the #intercoastal #gulp #ahoy #matey #lmao #florida #lonely #girl @ Shooters Waterfront  https://www.instagram.com/p/BsEmoUensU8/?utm_source=ig_twitter_share&igshid=1a503c6s60l4x …,286289541,realpaulabel,0.0
64,1078938568653983744,2018-12-29 08:59:35,2018-12-29 00:00:00,"['#letter', '#lonely', '#depressed', '#depression', '#support', '#holidayseason']",1078938568653983745,5,Denmark in Serbia,0,2,03:59:35,EDT,"We got this #letter in Serbian from 2 uknown girls who made us think about all those people who feel #lonely or #depressed during holidays.  Reach out if you can, it means the world to many.   #depression #support #holidayseason pic.twitter.com/yqo8Necx6Y",2160663523,dkinserbia,0.4019
65,1077870385125703680,2018-12-26 10:15:00,2018-12-26 00:00:00,"['#boxingday', '#lonely', '#helloneighbour']",1077870385125703680,5,Nextdoor UK,0,1,05:15:00,EDT,Whilst out-and-about on your #BoxingDay walk why not spread some festive cheer to a #lonely neighbour with our #HelloNeighbour Challenge? A quick cuppa ☕️really could make the world of difference  http://go.nextdoor.com/helloneighbour  pic.twitter.com/J7LO0mq5oF,775638650939990016,nextdoor_uk,0.2778
66,1077297099513962496,2018-12-24 20:16:58,2018-12-24 00:00:00,"['#lonely', '#christmas', '#samaritans']",1077297099513962496,1,Sinéad Bradley MLA,0,0,15:16:58,EDT,"Phone 116 123  Circumstances can leave many ppl #lonely or feeling disconnected from life. You don’t have to be suicidal to call, a safe, respectful place to be heard 116 123   #Christmas #Samaritans https://twitter.com/Newryie/status/1075736032518303744 …",2842541319,sineadbradleysd,0.1779
67,1077223340690063360,2018-12-24 15:23:52,2018-12-24 00:00:00,"['#christmas', '#lonely', '#helloneighbour']",1077223340690063360,17,Nextdoor UK,2,5,10:23:52,EDT,"With #Christmas around the corner, spare a thought for those who may be feeling #lonely or isolated. If you know a neighbour may be struggling, why not pop in for a cuppa & check they're ok. Your visit could make the world of difference 💚👍😀 #HelloNeighbour pic.twitter.com/jmrxAvBDq9",775638650939990016,nextdoor_uk,-0.34
68,1076839845861969920,2018-12-23 14:00:00,2018-12-23 00:00:00,"['#friends', '#gift', '#lonely', '#elderly', '#christmas', '#christmasspirit', '#happyholidays', '#unitedstates']",1076839845861969920,0,MTV Lebanon News,0,0,09:00:00,EDT,#Friends Send 533 #Gift Bags to '#Lonely' #Elderly  http://bit.ly/2BDexuj  #Christmas #christmasspirit #HappyHolidays #UnitedStates pic.twitter.com/yLBdaqHRVw,397199380,mtvlebanonnews,0.0
69,1076803734200569856,2018-12-23 11:36:30,2018-12-23 00:00:00,"['#friends', '#gift', '#lonely', '#elderly', '#christmas', '#christmasspirit', '#happyholidays', '#unitedstates']",1076803734200569856,0,MTV English News,0,0,06:36:30,EDT,#Friends Send 533 #Gift Bags to '#Lonely' #Elderly  http://bit.ly/2BDexuj  #Christmas #christmasspirit #HappyHolidays #UnitedStates pic.twitter.com/5zq27VNVEK,1089342374,mtvenglishnews,0.0
70,1076064470043111424,2018-12-21 10:38:56,2018-12-21 00:00:00,"['#lonely', '#differentworld']",1076064470043111427,3378,Alan Walker,48,345,05:38:56,EDT,Are you lonely? I’ll stand by you 🎶 Have you checked out our recent collab #Lonely yet? #DifferentWorld pic.twitter.com/vmFXT14n1r,2561704644,iamalanwalker,-0.4329
71,1076043401659846656,2018-12-21 09:15:13,2018-12-21 00:00:00,"['#lonely', '#holiday']",1076043401659846656,0,IamExpat,0,0,04:15:13,EDT,The holidays can be #lonely for some...  http://ow.ly/aBMq50jZrwx  #Holiday pic.twitter.com/EXmnXQTeDD,38399138,iamexpat,0.3818
72,1075949023574536192,2018-12-21 03:00:12,2018-12-20 00:00:00,"['#lonely', '#change']",1075949023574536192,0,Rewire,0,0,22:00:12,EDT,Being #lonely can make you more lonely. #change https://bit.ly/2BuZCEC ,1400122454,rewire_dot_org,-0.4201
73,1075080768173559808,2018-12-18 17:30:03,2018-12-18 00:00:00,"['#manhattan', '#lost', '#lonely', '#mta', '#nyc', '#sunday']",1075080768173559808,1,Felice Cohen,0,0,12:30:03,EDT,"Maybe the glove's owner was rushing to catch the train. #manhattan #subway#lostgloves #lost #lonely #mta @joyjnycradio @nyctsubway @mtaartsdesign #nyc #sunday @ Times Square, New York City  https://buff.ly/2Qu9UgF  pic.twitter.com/1QkSBPziW1",15202629,felicecohen,0.0
74,1075064313746997248,2018-12-18 16:24:40,2018-12-18 00:00:00,"['#christmas', '#lonely', '#helloneighbour']",1075064313746997248,25,Nextdoor UK,2,22,11:24:40,EDT,"With #Christmas around the corner, why not bring some festive cheer to a #lonely neighbour with our #HelloNeighbour Challenge? All you have to do is spend a little time to help a neighbour in need. A quick cuppa ☕️ really could make the world of difference  http://go.nextdoor.com/helloneighbour  pic.twitter.com/rHfQLv2Bdb",775638650939990016,nextdoor_uk,0.5509
75,1075044861840146432,2018-12-18 15:07:23,2018-12-18 00:00:00,['#lonely'],1075044861840146439,3443,Alan Walker,55,221,10:07:23,EDT,Was such a pleasure to perform with @isakband and @papitogambino in London last week 🔥What do you think about our song #Lonely with @steveaoki? pic.twitter.com/mp4mYlMztw,2561704644,iamalanwalker,0.5719
76,1075024130897002496,2018-12-18 13:45:00,2018-12-18 00:00:00,"['#lonely', '#japanese']",1075024130897002499,2,EconomicTimes,0,1,08:45:00,EDT,In Pics: Look who's here to accompany the #lonely #Japanese  https://goo.gl/7LfqHc  pic.twitter.com/7zyXExA8Gd,39743812,economictimes,0.0
77,1072905945229987840,2018-12-12 17:28:05,2018-12-12 00:00:00,"['#thankyou', '#christmasday', '#registrations', '#lonely']",1072905945229987840,18,Big Hearts,0,18,12:28:05,EDT,A big #ThankYou to everyone who came forward to refer someone for our #ChristmasDay Dinner. 💞  We're now in the final days before #registrations close so get in touch if you know a friend/neighbour/colleague who'll be #lonely & in need of good food & company. 🥧🎄🎅  pic.twitter.com/W31NpKkXl7,123289397,bighearts,0.4404
78,1072846690351235072,2018-12-12 13:32:38,2018-12-12 00:00:00,"['#christmas', '#rural', '#urban', '#lonely', '#isolated']",1072846690351235073,5,Plunkett Foundation,0,7,08:32:38,EDT,📽️ WATCH: As we move towards #Christmas many community pubs like @DukeOfMarl will be supporting #rural #urban communities to stay connected and ensure residents aren't feeling #lonely or #isolated @peoplesbiz @CAMRA_Official @crowdfunderuk  https://bit.ly/1KnwMRn  pic.twitter.com/hseAxDz8Cu,52419300,plunkettfoundat,0.767
79,1072822875650957312,2018-12-12 11:58:00,2018-12-12 00:00:00,"['#relationship', '#lonely', '#feeling', '#isolation']",1072822875650957312,20,pinkvilla,0,1,06:58:00,EDT,Feeling lonely despite being around people? Here's what's wrong #relationship #lonely #feeling #isolation http://www.pinkvilla.com/lifestyle/love-relationships/feeling-lonely-despite-being-around-people-heres-whats-wrong-434120 …,14182050,pinkvilla,-0.6249
80,1072508371859853312,2018-12-11 15:08:16,2018-12-11 00:00:00,"['#christmas', '#communityshops', '#rural', '#lonely', '#isolated']",1072508371859853318,13,Plunkett Foundation,0,11,10:08:16,EDT,📽️ WATCH: As we move towards #Christmas many #CommunityShops like @HubySuttonShop @Cletwr @IlmingtonShop will support #Rural communities to stay connected and ensure residents aren't feeling #Lonely #Isolated @age_uk @JoCoxLoneliness @coffeecaravan  https://bit.ly/1KnwMRn  pic.twitter.com/tJ79NeYe87,52419300,plunkettfoundat,0.7529
81,1072038228436369408,2018-12-10 08:00:05,2018-12-10 00:00:00,"['#workplaces', '#lonely', '#managers']",1072038228436369408,2,Hays Worldwide,0,2,03:00:05,EDT,"#Workplaces are more connected and open than in the past. But workers are still feeling #lonely and isolated on the job because of technology, remote work, and fewer human interactions. Here's what #managers can do to help: https://bddy.me/2UzecSj ",2228038484,haysworldwide,0.2263
82,1071943996979728384,2018-12-10 01:45:39,2018-12-09 00:00:00,"['#isolated', '#lonely', '#festiveseason']",1071943996979728389,7,Australian Red Cross,0,4,20:45:39,EDT,New research shows 1 in 3 Australians recall feeling #isolated or #lonely last festive season. Close to half said it was because friends and family were far away. Spread a little kindness this #FestiveSeason in your own communities and beyond http://rcau.org/UhhT30mVaRh ,138418895,redcrossau,0.8522
83,1071776767617175552,2018-12-09 14:41:08,2018-12-09 00:00:00,"['#manhattan', '#lost', '#lonely', '#mta', '#nyc', '#sunday']",1071776767617175555,0,Felice Cohen,0,0,09:41:08,EDT,"Maybe the glove's owner was rushing to catch the train. #manhattan #subway#lostgloves #lost #lonely #mta @joyjnycradio @nyctsubway @mtaartsdesign #nyc #sunday @ Times Square, New York City  https://www.instagram.com/p/BrK5ftMn1Bc/?utm_source=ig_twitter_share&igshid=2qgf5wdwj1w4 …",15202629,felicecohen,0.0
84,1071199701263835136,2018-12-08 00:28:05,2018-12-07 00:00:00,"['#winterbreak', '#lonely', '#missyoualready']",1071199701263835137,204,Oregon State University,15,15,19:28:05,EDT,Sooooooooo what's everyone watching on Netflix tonight? #winterbreak #lonely #missyoualready,18178876,oregonstate,0.0
85,1070641542572978176,2018-12-06 11:30:09,2018-12-06 00:00:00,"['#fml', '#fuckmylife', '#lonely']",1070641542572978176,3,FMyLife,0,0,06:30:09,EDT,"""Lonely, i'm mister lonely"" #FML #fuckmylife #lonely  http://bit.ly/2QdRYXu ",19940190,fml,-0.3612
86,1070369877930729472,2018-12-05 17:30:40,2018-12-05 00:00:00,['#lonely'],1070369877930729473,3,Co-op Foundation,0,1,12:30:40,EDT,"After @ONS showed younger children were most likely to be #lonely today, we ask - how can we BEAT stigma so more young people come forward for help? We'd love to hear what you think    http://bit.ly/2PpVCbu  pic.twitter.com/TNnlzR8c8a",831119248525234177,coop_foundation,0.7845
87,1070042655323811840,2018-12-04 19:50:24,2018-12-04 00:00:00,"['#waybackwednesday', '#lonely', '#dreamwithinadreamtour']",1070042655323811841,11,Brian Friedman,0,0,14:50:24,EDT,It’s #WaybackWednesday for me on this fine Tuesday! Thanks @leomoctezuma for pulling this one out!! This is #Lonely from @britneyspears #DreamWithinADreamTour 2001 choreographed by me &…  https://www.instagram.com/p/Bq-i21Sgtyu/?utm_source=ig_twitter_share&igshid=hxfacidwc6cd …,27526457,brianfriedman,0.6981
88,1069370746529566720,2018-12-02 23:20:28,2018-12-02 00:00:00,"['#leavelonelinessbehind', '#lonely', '#loneliness', '#northernireland']",1069370746529566720,4,Sinéad Bradley MLA,0,1,18:20:28,EDT,"#leavelonelinessbehind  Monday 3rd Dec 2018  11am -1pm  Live tweeting, Parliament Buildings, Belfast. Please join us.  #lonely #loneliness #NorthernIreland https://www.bbc.co.uk/news/uk-46320445 …",2842541319,sineadbradleysd,0.5423
89,1067441688787001344,2018-11-27 15:35:05,2018-11-27 00:00:00,"['#givingtuesday', '#helloneighbour', '#lonely']",1067441688787001344,2,Richmond Council,1,2,10:35:05,EDT,This #GivingTuesday get involved with @Nextdoor_UK's #helloneighbour challenge & spend time helping a neighbour to make the world a less #lonely place  http://ow.ly/y56U30mLHJF  @RichmondComLink pic.twitter.com/16ZkS7RuAr,84105845,lbrut,0.3612
90,1067363653777711104,2018-11-27 10:25:00,2018-11-27 00:00:00,"['#blackfriday', '#cybermonday', '#givingtuesday', '#helloneighbour', '#lonely']",1067363653777711104,6,Nextdoor UK,0,1,05:25:00,EDT,After #BlackFriday & #CyberMonday comes #GivingTuesday - a day to help others & give back. This year get involved with @Nextdoor_UK's #helloneighbour challenge & spend time helping a neighbour to make the world a less #lonely place. Sign up today:  https://go.nextdoor.com/helloneighbour  pic.twitter.com/D7c52l6E2q,775638650939990016,nextdoor_uk,0.6369
91,1067040746476232704,2018-11-26 13:01:53,2018-11-26 00:00:00,"['#mino', '#송민호', '#winner', '#위너', '#solo', '#trigger', '#fiance', '#hope', '#o2', '#rocket', '#um', '#흠', '#lonely', '#aurora', '#her', '#agree', '#bowwow', '#alarm', '#역시마이노우', '#krunk', '#크렁크', '#krunknews', '#크렁크뉴스']",1067040746476232704,874,KRUNK,1,457,08:01:53,EDT,[KRUNK NEWS] EP.30 MINO proved his worthiness as an ‘Artist’ with his song ‘FIANCE'🎧 #MINO #송민호 #WINNER #위너 #SOLO #TRIGGER #FIANCE #HOPE #O2 #ROCKET #UM #흠 #LONELY #AURORA #HER #AGREE #BOWWOW #ALARM #역시마이노우 #KRUNK #크렁크 #KRUNKNEWS #크렁크뉴스 pic.twitter.com/Bq7KtNKd9d,997397407028592640,imkrunkkk,0.0
92,1065140611118972928,2018-11-21 07:11:25,2018-11-21 00:00:00,"['#besafeoutthere', '#lifequotes', '#besafeoutthere', '#love', '#lonely']",1065140611118972928,1,Jorge Luis Lopez Esq,0,1,02:11:25,EDT,"#BeSafeOutThere filter:safe RT @oh_melizza: Never depend on others too much, because someday you will have to walk alone. 🙂🙂🤔 #lifequotes #BeSafeOutThere #love #lonely",92677101,lopezgovlaw,-0.25
93,1065071063082721280,2018-11-21 02:35:04,2018-11-20 00:00:00,"['#leadfromwithin', '#leadership', '#management', '#hr', '#success', '#leading', '#lonely', '#workplace']",1065071063082721280,6,Lolly Daskal,0,9,21:35:04,EDT,NEW: How to Cope with the Loneliness of Leadership @LollyDaskal  http://bit.ly/2DxHpGZ  #LeadFromWithin #Leadership #Management #HR #Success #Leading #Lonely #Workplace,16248319,lollydaskal,-0.4215
94,1065055971754561536,2018-11-21 01:35:06,2018-11-20 00:00:00,"['#leadfromwithin', '#leadership', '#management', '#hr', '#success', '#lonely']",1065055971754561537,5,Lolly Daskal,0,3,20:35:06,EDT,NEW: How to Cope with the Loneliness of Leadership @LollyDaskal  http://bit.ly/2DxHpGZ  #LeadFromWithin #Leadership #Management #HR #Success #Lonely,16248319,lollydaskal,-0.4215
95,1063386474823983104,2018-11-16 11:01:07,2018-11-16 00:00:00,"['#lonely', '#veterans']",1063386474823983104,5,JCP Jobs Plus More,1,10,06:01:07,EDT,Do you sometimes feel #lonely or isolated but are too proud to ask for help? The @VeteransGateway can put you in touch with organisations who can support you. Contact the Veterans’ Gateway today  http://ow.ly/7t6I30mpxJq  #veterans pic.twitter.com/NeOcY31dbN,564538442,jcpjobsplusmore,0.891
96,1062048586593132544,2018-11-12 18:24:49,2018-11-12 00:00:00,"['#facebook', '#lonely']",1062048586593132544,3,Krystel Knowles,1,0,13:24:49,EDT,WHERE ARE MY FRIENDS? Does this mean I don’t have any friends or I never existed? #Facebook come back! I need you in my life! #lonely 😂  pic.twitter.com/vjnjTWYVkO,2418664755,knowleskrystel,0.835
97,1062046646790471680,2018-11-12 18:17:07,2018-11-12 00:00:00,"['#lonely', '#loneliness', '#community']",1062046646790471682,2,Co-op Foundation,0,4,13:17:07,EDT,"""No one thinks loneliness affects people in their 30s"" - read why mum-of-three Emily shared her story about feeling #lonely 👉  https://www.mirror.co.uk/news/uk-news/im-loneliest-woman-uk-says-13577961 …  What can you do to help combat #loneliness in your #community?",831119248525234177,coop_foundation,-0.2023
98,1061979513196830720,2018-11-12 13:50:21,2018-11-12 00:00:00,"['#sanctuarylove', '#lonely', '#uthando', '#pleasure', '#ngiyazi', '#letsmakeababy', '#yebosthandwasam', '#nalediyamafifi', '#makeyoufeelloved', '#teamdonald']",1061979513196830722,243,#Ngiyazfela,26,133,08:50:21,EDT,Her Name Is  #SanctuaryLove #Lonely #Uthando #Pleasure #Ngiyazi #LetsMakeABaby #YeboSthandwaSam #NalediYaMafifi #MakeYouFeelLoved...  #TeamDonald RT if you know what’s happening here,51185181,donaldindenial,0.0
99,1060691703051546624,2018-11-09 12:46:23,2018-11-09 00:00:00,['#lonely'],1060876250917584898,1,Rich Greenfield,0,0,07:46:23,EDT,and for pointing out the lack of ratings dispersion #lonely  https://twitter.com/RichBTIG/status/994283324788170752 …,14992263,richbtig,-0.3182
100,1060648635136765952,2018-11-08 21:41:55,2018-11-08 00:00:00,['#lonely'],1060648635136765952,1,Sandra Sully,0,0,16:41:55,EDT,Being #Lonely Can Give You A Cold And Make You Sick  https://tendaily.com.au/news/australia/a181108wah/being-lonely-can-give-you-a-cold-and-make-you-sick-20181108 …,142957691,sandra_sully,-0.5106
101,1060092502160654336,2018-11-07 08:52:02,2018-11-07 00:00:00,"['#scotland', '#lonely', '#takesone2018', '#winter']",1060092502160654336,0,McCarthy & Stone,0,0,03:52:02,EDT,"Did you know that over 35% of over 65’s in #Scotland feel #lonely? 👵 Take part in our #takesone2018 campaign and pledge to brighten up someone’s day this #winter, whether it be a grandparent, elderly neighbour or even a stranger!   http://fal.cn/S-Pq  pic.twitter.com/reekIqsail",285566326,mccarthystone,0.4926
102,1058022072973180928,2018-11-01 15:44:53,2018-11-01 00:00:00,"['#olderpeople', '#nextdooruk', '#lonely', '#isolated']",1058022072973180929,5,Nextdoor UK,0,1,11:44:53,EDT,"Our Country Manager, @nicklisher is at @UKParliament today for the @seefauk symposium on supporting #olderpeople hosted by @Geoff_Filkin. Nick is talking how #NextdoorUK can help people create new connections, especially those who may feel #lonely or #isolated 💚 @Ageing_Better pic.twitter.com/qTT69sSjbm",775638650939990016,nextdoor_uk,0.7717
103,1057714433294647296,2018-10-31 19:22:26,2018-10-31 00:00:00,"['#lonely', '#whitenoise']",1057714433294647296,6,Sway Calloway,1,2,15:22:26,EDT,🚨New Video: @quinceywhite #Lonely 🚨 off the #WhiteNoise project. Watch the full video on  http://swaysuniverse.com   FB:  https://swaysuniverse.com/exclusive-quincey-white-lonely/ … 🔗 in bio  https://www.instagram.com/p/Bpm92LNlqSS/?utm_source=ig_twitter_share&igshid=14jqoqesb28wh …,45203497,realsway,0.0
104,1057268633674620928,2018-10-30 13:51:00,2018-10-30 00:00:00,"['#right', '#wrong', '#lonely']",1057268633674620928,3,Dylan Taylor,0,0,09:51:00,EDT,“#right or #wrong i won’t be #lonely long my tired heart is finally moving on you took the best of me that may be true but all i got is time now to find some body new”  pic.twitter.com/vxqAcJ6B4n,256200145,dylantaylornow,0.3716
105,1055828361111633920,2018-10-26 14:27:52,2018-10-26 00:00:00,"['#loneliness', '#essex', '#health', '#wellbeing', '#lonely', '#isolated']",1055828362801938433,5,Essex County Council,1,11,10:27:52,EDT,"We want to understand more about #loneliness in #Essex, and the impact it has on a person’s #health and #wellbeing. 💭If you feel #lonely on a regular basis - we want to spend two hours listening to find out how we can support you and others feeling #isolated. pic.twitter.com/dKG1ZBXWB0",18213550,essex_cc,0.5859
106,1054405989066309632,2018-10-22 16:15:52,2018-10-22 00:00:00,"['#swing', '#swings', '#swinging', '#playground', '#adults', '#adult', '#lonely', '#sad', '#depressing', '#lol', '#vine', '#bestvines', '#bestvine', '#ripvine', '#haha', '#lol', '#lolz']",1054405989066309633,3,Curtis Kingsley,0,0,12:15:52,EDT,What adults on swings are REALLY thinking. • • • #swing #swings #swinging #playground #adults #adult #lonely #sad #depressing #lol #vine #bestvines #bestvine #ripvine #haha #lol #lolz…  https://www.instagram.com/p/BpPd3YCg5uf/?utm_source=ig_twitter_share&igshid=3kw7k7f5x42r …,340037502,curtiskingsley,0.0
107,1052264679802687488,2018-10-16 18:27:04,2018-10-16 00:00:00,"['#lonelinessstrategy', '#lonely']",1052264679802687488,5,Planet Green,0,3,14:27:04,EDT,"British PM Theresa May announced a groundbreaking government #lonelinessstrategy. There are also other clever ways you can fend off feeling #lonely, and it involves building bridges across generational gaps:  http://bit.ly/2E42Y07  @GOVUK pic.twitter.com/VvmKo3BTt7",15639642,planetgreen,0.5423
108,1050351627176153088,2018-10-11 11:45:17,2018-10-11 00:00:00,"['#mentalhealth', '#lonely', '#loneliness']",1050351627176153088,1,CentreforMH,0,0,07:45:17,EDT,"""The understanding is that if you're lonely, it's because there's something wrong with you, that you're not connected to society""   Did you catch @_Sarah_Hughes_ speaking about loneliness?  https://youtu.be/LLAJXn1KbjU  #mentalhealth #lonely #loneliness",168590399,centreformh,-0.8126
109,1050045901148966912,2018-10-10 15:30:26,2018-10-10 00:00:00,"['#hungry', '#angry', '#lonely', '#tired', '#thoughtfortheday']",1050045901148966917,4,Samuel Poole,1,3,11:30:26,EDT,"About to make an important decision? Think HALT.   H is for #HUNGRY. A is for #ANGRY. L is or #LONELY. T is for #TIRED.   If you feel one or more of these four feelings, think again about that important decision. #ThoughtForTheDay",103024782,shjpoole,0.3818
110,1049351944865816576,2018-10-08 17:32:54,2018-10-08 00:00:00,"['#sad', '#lonely']",1049351944865816576,4,Matt Thomas,0,0,13:32:54,EDT,Spent time looking for my face on the wall too... #sad #lonely  https://twitter.com/KenCultureMap/status/1049351528354631680 …,97073820,sportsmt,0.0
111,1048502623949803520,2018-10-06 09:18:00,2018-10-06 00:00:00,['#lonely'],1048502623949803520,0,Totaljobs,0,1,05:18:00,EDT,60% of employees in the UK feel #lonely at work. Our research shows why.   http://bit.ly/2vo8aYN ,34282316,totaljobsuk,0.0
112,1048364406810312704,2018-10-06 00:08:46,2018-10-05 00:00:00,"['#incel', '#lonely', '#dating', '#men', '#celibate']",1048364406810312704,3,AskMen,1,2,20:08:46,EDT,It’s an Internet community of a certain kind of angry lonely man. We investigate the #Incel:  https://www.askmen.com/dating/dating_advice/the-incel-breakdown-here-s-what-incels-are.html … #lonely #dating #men #celibate pic.twitter.com/hpJogOW5XY,19790261,askmen,-0.5719
113,1048169456973873152,2018-10-05 11:52:00,2018-10-05 00:00:00,"['#loneliness', '#mentalhealth', '#lonely', '#loneliness']",1048178991218270208,1,CentreforMH,0,2,07:52:00,EDT,"For more resources, check out @MindCharity's leaflet on #loneliness:  http://www.mind.org.uk/information-support/tips-for-everyday-living/loneliness/#.W7c89hbTWEc … Or see the @EndLonelinessUK campaign:  http://www.campaigntoendloneliness.org  #mentalhealth #lonely #loneliness",168590399,centreformh,0.0
114,1047403381491486720,2018-10-03 08:30:00,2018-10-03 00:00:00,"['#lonely', '#zerotoinfinity']",1047403381491486721,36,Zee Music Company,0,3,04:30:00,EDT,Feeling #Lonely? @raftaarmusic is here to your rescue! #ZeroToInfinity http://bit.ly/Lonely-Raftaar ,2381606574,zeemusiccompany,0.6239
115,1047176636788068352,2018-10-02 17:29:00,2018-10-02 00:00:00,"['#lonely', '#youngpeople', '#youthloneliness']",1047176636788068352,4,Co-op Foundation,0,3,13:29:00,EDT,"""It’s the pressure to fit in that can make you feel isolated"" - listen to Tyler from @YouthFocusNE tell @BBCRadio4 how being #lonely affects #youngpeople:  https://www.bbc.co.uk/programmes/m0000mj8 … (20 mins in)  Co-op Foundation is proud to support @YouthFocusNE tackle #youthloneliness pic.twitter.com/6twgL0dbmK",831119248525234177,coop_foundation,0.5859
116,1047082049973170176,2018-10-02 11:13:09,2018-10-02 00:00:00,"['#lonely', '#mentalhealthawareness', '#mentalhealth', '#mentalhealthmonth']",1047082049973170181,3,vinspired,0,2,07:13:09,EDT,"Are you surrounded by people but feel #lonely?  16-24 year olds most likely to be lonely, new BBC study finds   https://www.bbc.co.uk/news/stories-45561334 … #MentalHealthAwareness #mentalhealth #MentalHealthMonth",23579909,vinspired,-0.5023
117,1047052889552826368,2018-10-02 09:17:16,2018-10-02 00:00:00,"['#lonely', '#loneliness', '#mentalhealth', '#millennials', '#socialmedia', '#connection', '#tech']",1047052889552826368,1,Natalie Gil,0,0,05:17:16,EDT,I collated some useful tips for feeling less #lonely from people who know their stuff  https://www.refinery29.com/en-gb/2018/10/207483/how-to-beat-loneliness?utm_source=twitter&utm_medium=twitter_share … via @refinery29uk #loneliness #mentalhealth #Millennials #socialmedia #connection #tech,68231041,natalierosegil,0.5267
118,1046694422631653376,2018-10-01 09:32:51,2018-10-01 00:00:00,"['#loneliness', '#mentalhealth', '#lonely']",1046694422631653377,1,Refinery29 UK,0,0,05:32:51,EDT,Everyone gets lonely sometimes and we want your best tips for getting through and/or overcoming it this morning. Email @natalierosegil to share your favourite strategies (natalie[dot]gil[at]refinery29[dot]uk] #loneliness #mentalhealth #lonely,3893557647,refinery29uk,0.6369
119,1045333379800059904,2018-09-27 15:24:33,2018-09-27 00:00:00,"['#loneliness', '#mentalhealth', '#lonely']",1045333379800059904,3,Refinery29 UK,0,0,11:24:33,EDT,Everyone gets lonely sometimes and we want to know people get through and/or overcome it. Contact our senior news writer @natalierosegil to share your strategies (natalie[dot]gil[at]refinery29[dot]uk] #loneliness #mentalhealth #lonely,3893557647,refinery29uk,0.0
120,1044247586951979008,2018-09-24 15:30:00,2018-09-24 00:00:00,"['#technology', '#lonely']",1044247586951979009,19,Speaking Tree,0,4,11:30:00,EDT,Technology has made our lives lonely... #technology #lonely  pic.twitter.com/Pd6Q9HZoV8,227268102,speakingtree,0.0
121,1042502841036877824,2018-09-19 19:57:00,2018-09-19 00:00:00,['#lonely'],1042502841036877826,1,Totaljobs,0,0,15:57:00,EDT,60% of employees in the UK feel #lonely at work. Our research shows why.   http://bit.ly/2vo8aYN ,34282316,totaljobsuk,0.0
122,1041629085431025664,2018-09-17 10:05:01,2018-09-17 00:00:00,"['#lonely', '#fatherdaughterduo']",1041629085431025664,1,HT Life&Style,0,0,06:05:01,EDT,"Young girls who have a close relationship with their father are less likely to feel #lonely, scientists say:  http://bit.ly/Fathers-Daughters … #FatherDaughterDuo",2776396662,htlifeandstyle,0.0
123,1040734779677794304,2018-09-14 22:51:22,2018-09-14 00:00:00,"['#overnight', '#weekends', '#olderpeople', '#lonely', '#asleep', '#services']",1040734779677794305,7,The Silver Line,0,6,18:51:22,EDT,Thanks for the mention @recycle_urself. And indeed we get c70% of calls to our  24/7 helpline #overnight + #weekends. That is when #olderpeople in particular feel most #lonely...& when family&friends are #asleep/busy and other #services are shut. 08004708090 https://twitter.com/recycle_urself/status/1040728802043805698 …,625303780,thesilverlineuk,0.4404
124,1040685973388943360,2018-09-14 19:37:25,2018-09-14 00:00:00,"['#lonely', '#alone', '#notalone']",1040685973388943360,0,Dr. Steven Eisenberg,0,0,15:37:25,EDT,#Lonely? You’re not #alone! #NotAlone https://www.linkedin.com/feed/news/a-lot-of-adults-say-theyre-lonely-2393339 …,170039453,drseisenberg,0.0
125,1040632535477301248,2018-09-14 16:05:05,2018-09-14 00:00:00,"['#socialmedia', '#lonely', '#confidence', '#confident', '#social', '#fridaythoughts']",1040632535477301248,0,Daily Blast LIVE,1,0,12:05:05,EDT,We want to hear from you -- does social media make you less lonely and more confident? Teens say it does!   #socialmedia #lonely #confidence #confident #social #Fridaythoughts pic.twitter.com/kGqenyoNNn,848997614095814656,dailyblastlive,0.4363
126,1039286425492119552,2018-09-10 22:56:07,2018-09-10 00:00:00,"['#info', '#friendship', '#advice', '#olderpeople', '#lonely']",1039286425492119552,5,The Silver Line,0,3,18:56:07,EDT,V informative article from @TheBHF. Re last para on how/ where to get help: our free + confidential 24/7 helpline offers #info #friendship & #advice to #olderpeople who may feel #lonely. We can also signpost callers to local support services 08004708090  https://www.bhf.org.uk/informationsupport/heart-matters-magazine/news/behind-the-headlines/loneliness-and-stroke-or-heart-attack …,625303780,thesilverlineuk,0.8271
